Context,Gloss,Label,Target Word
"She dropped the ball during the game.","A round object used in sports or play.","1","ball"
"She dropped the ball during the game.","A formal gathering for dancing.","0","ball"
---
"The royal ball was held at the palace.","A formal gathering for dancing.","1","ball"
"The royal ball was held at the palace.","A round object used in sports or play.","0","ball"
---
"He told a short story before bed.","An account of imaginary or real people and events.","1","story"
"He told a short story before bed.","A level of a building.","0","story"
---
"The office is located on the third story.","A level of a building.","1","story"
"The office is located on the third story.","An account of imaginary or real people and events.","0","story"
---
"The paper had a tear near the corner.","A rip or break in material.","1","tear"
"The paper had a tear near the corner.","A drop of liquid from the eye, typically from emotion.","0","tear"
---
"A tear rolled down her cheek as she smiled.","A drop of liquid from the eye, typically from emotion.","1","tear"
"A tear rolled down her cheek as she smiled.","A rip or break in material.","0","tear"
---
"The duck sat quietly on the bank.","The land alongside a river or lake.","1","bank"
"The duck sat quietly on the bank.","An institution for storing and managing money.","0","bank"
---
"She went to the bank to deposit a check.","An institution for storing and managing money.","1","bank"
"She went to the bank to deposit a check.","The land alongside a river or lake.","0","bank"
---
"He can play the bass guitar very well.","A low-pitched musical instrument.","1","bass"
"He can play the bass guitar very well.","A type of fish found in freshwater or saltwater.","0","bass"
---
"She caught a large bass in the lake.","A type of fish found in freshwater or saltwater.","1","bass"
"She caught a large bass in the lake.","A low-pitched musical instrument.","0","bass"
---
"The leaves fall from the trees in autumn.","To drop down from a higher place.","1","fall"
"The leaves fall from the trees in autumn.","The season between summer and winter.","0","fall"
---
"Fall is my favorite time of the year.","The season between summer and winter.","1","fall"
"Fall is my favorite time of the year.","To drop down from a higher place.","0","fall"
---
"He had a bright orange light on his bike.","A source of illumination.","1","light"
"He had a bright orange light on his bike.","Not heavy in weight.","0","light"
---
"The bag was surprisingly light for its size.","Not heavy in weight.","1","light"
"The bag was surprisingly light for its size.","A source of illumination.","0","light"
---
"He read the note left on the desk.","A short written message.","1","note"
"He read the note left on the desk.","A musical sound with a specific pitch.","0","note"
---
"The singer hit a high note at the end of the song.","A musical sound with a specific pitch.","1","note"
"The singer hit a high note at the end of the song.","A short written message.","0","note"
---
"The batter stepped up to the plate.","A player who tries to hit the ball in baseball.","1","batter"
"The batter stepped up to the plate.","A mixture of ingredients used in baking.","0","batter"
---
"She poured the pancake batter into the pan.","A mixture of ingredients used in baking.","1","batter"
"She poured the pancake batter into the pan.","A player who tries to hit the ball in baseball.","0","batter"
---
"He hit the nail with a hammer.","A small metal spike used in construction.","1","nail"
"He hit the nail with a hammer.","A hard covering on the tips of fingers and toes.","0","nail"
---
"She painted each fingernail a different color.","A hard covering on the tips of fingers and toes.","1","nail"
"She painted each fingernail a different color.","A small metal spike used in construction.","0","nail"
---
"They watched a play at the theater.","A dramatic performance on stage.","1","play"
"They watched a play at the theater.","Engagement in activity for enjoyment.","0","play"
---
"The children love to play outside after school.","Engagement in activity for enjoyment.","1","play"
"The children love to play outside after school.","A dramatic performance on stage.","0","play"

"The crane lifted the heavy beams into place.","A large machine used for lifting and moving heavy objects.","1","crane"
"The crane lifted the heavy beams into place.","A tall, long-necked bird.","0","crane"
---
"We saw a crane flying over the wetland.","A tall, long-necked bird.","1","crane"
"We saw a crane flying over the wetland.","A large machine used for lifting and moving heavy objects.","0","crane"
---
"The seal clapped its fins together at the zoo.","A sea animal with flippers that lives in cold regions.","1","seal"
"The seal clapped its fins together at the zoo.","A stamp or emblem used to close something securely.","0","seal"
---
"She broke the seal on the envelope.","A stamp or emblem used to close something securely.","1","seal"
"She broke the seal on the envelope.","A sea animal with flippers that lives in cold regions.","0","seal"
---
"He struck the match to light the candle.","To cause something to ignite or spark.","1","strike"
"He struck the match to light the candle.","A refusal to work as a form of protest.","0","strike"
---
"The workers organized a strike for better pay.","A refusal to work as a form of protest.","1","strike"
"The workers organized a strike for better pay.","To cause something to ignite or spark.","0","strike"
---
"The patient lay still during the operation.","A medical procedure performed by a doctor.","1","operation"
"The patient lay still during the operation.","The functioning or working of a system or machine.","0","operation"
---
"The operation of the new system was smooth.","The functioning or working of a system or machine.","1","operation"
"The operation of the new system was smooth.","A medical procedure performed by a doctor.","0","operation"
---
"The pupil sat quietly in class.","A student or learner.","1","pupil"
"The pupil sat quietly in class.","The central part of the eye that lets in light.","0","pupil"
---
"The doctor checked the patient's pupils with a flashlight.","The central part of the eye that lets in light.","1","pupil"
"The doctor checked the patient's pupils with a flashlight.","A student or learner.","0","pupil"
---
"He tied the knot tightly to secure the rope.","A fastening made by tying a piece of string, rope, etc.","1","knot"
"He tied the knot tightly to secure the rope.","A unit of speed used in maritime and air navigation.","0","knot"
---
"The ship was moving at 15 knots across the sea.","A unit of speed used in maritime and air navigation.","1","knot"
"The ship was moving at 15 knots across the sea.","A fastening made by tying a piece of string, rope, etc.","0","knot"
---
"He placed the file in the cabinet for storage.","A folder or container for documents.","1","file"
"He placed the file in the cabinet for storage.","A tool with a rough surface used for smoothing.","0","file"
---
"She used a file to smooth her nails.","A tool with a rough surface used for smoothing.","1","file"
"She used a file to smooth her nails.","A folder or container for documents.","0","file"
---
"The bat flew silently through the night sky.","A nocturnal flying mammal.","1","bat"
"The bat flew silently through the night sky.","A club used for hitting a ball in sports like baseball.","0","bat"
---
"He swung the bat and hit the ball out of the park.","A club used for hitting a ball in sports like baseball.","1","bat"
"He swung the bat and hit the ball out of the park.","A nocturnal flying mammal.","0","bat"
---
"The rock was slippery after the rain.","A large piece of stone or mineral.","1","rock"
"The rock was slippery after the rain.","A genre of popular music.","0","rock"
---
"They listened to classic rock music all night.","A genre of popular music.","1","rock"
"They listened to classic rock music all night.","A large piece of stone or mineral.","0","rock"
---
"The mine was shut down due to safety concerns.","A place where minerals or other resources are extracted.","1","mine"
"The mine was shut down due to safety concerns.","A pronoun indicating possession.","0","mine"
---
"That toy is mine, not yours.","A pronoun indicating possession.","1","mine"
"That toy is mine, not yours.","A place where minerals or other resources are extracted.","0","mine"
---
"The wave knocked him over as he stood in the surf.","A moving ridge of water on the surface of the sea.","1","wave"
"The wave knocked him over as he stood in the surf.","A gesture made by moving the hand to greet or signal.","0","wave"
---
"She gave a friendly wave as the train left.","A gesture made by moving the hand to greet or signal.","1","wave"
"She gave a friendly wave as the train left.","A moving ridge of water on the surface of the sea.","0","wave"
---
"He placed a plant near the window to get more sunlight.","A living organism that grows in soil and has leaves.","1","plant"
"He placed a plant near the window to get more sunlight.","A factory or industrial facility.","0","plant"
---
"The new car plant opened last week in the city.","A factory or industrial facility.","1","plant"
"The new car plant opened last week in the city.","A living organism that grows in soil and has leaves.","0","plant"
---
"She watched the stream flow through the valley.","A small, narrow river.","1","stream"
"She watched the stream flow through the valley.","A continuous flow of data or video.","0","stream"
---
"He started a live stream of the concert.","A continuous flow of data or video.","1","stream"
"He started a live stream of the concert.","A small, narrow river.","0","stream"
---
"The conductor signaled the start of the concert.","A person who directs a musical performance.","1","conductor"
"The conductor signaled the start of the concert.","A material that transmits heat or electricity.","0","conductor"
---
"Copper is an excellent conductor of electricity.","A material that transmits heat or electricity.","1","conductor"
"Copper is an excellent conductor of electricity.","A person who directs a musical performance.","0","conductor"

"He opened the trunk to store his luggage.","A large compartment at the back of a car for storage.","1","trunk"
"He opened the trunk to store his luggage.","The long nose of an elephant.","0","trunk"
---
"The elephant used its trunk to grab a branch.","The long nose of an elephant.","1","trunk"
"The elephant used its trunk to grab a branch.","A large compartment at the back of a car for storage.","0","trunk"
---
"The bark of the tree was rough and thick.","The outer covering of a tree.","1","bark"
"The bark of the tree was rough and thick.","The sharp sound made by a dog.","0","bark"
---
"The dog began to bark loudly at the stranger.","The sharp sound made by a dog.","1","bark"
"The dog began to bark loudly at the stranger.","The outer covering of a tree.","0","bark"
---
"He kept the watch in his drawer.","A small timekeeping device worn or carried.","1","watch"
"He kept the watch in his drawer.","A period of close observation.","0","watch"
---
"The guards were on night watch at the entrance.","A period of close observation.","1","watch"
"The guards were on night watch at the entrance.","A small timekeeping device worn or carried.","0","watch"
---
"The pen leaked ink on the paper.","An instrument used for writing.","1","pen"
"The pen leaked ink on the paper.","An enclosed area for holding animals.","0","pen"
---
"The farmer led the sheep into the pen.","An enclosed area for holding animals.","1","pen"
"The farmer led the sheep into the pen.","An instrument used for writing.","0","pen"
---
"She has a sharp eye for detail.","An organ that allows vision.","1","eye"
"She has a sharp eye for detail.","A small loop used in sewing or hooking.","0","eye"
---
"He threaded the needle through the eye.","A small loop used in sewing or hooking.","1","eye"
"He threaded the needle through the eye.","An organ that allows vision.","0","eye"
---
"He saw a bat hanging from the cave ceiling.","A nocturnal flying mammal.","1","bat"
"He saw a bat hanging from the cave ceiling.","A piece of equipment used to hit the ball in sports.","0","bat"
---
"She swung the bat and hit a home run.","A piece of equipment used to hit the ball in sports.","1","bat"
"She swung the bat and hit a home run.","A nocturnal flying mammal.","0","bat"
---
"She jammed the printer with too many pages.","To block or crowd tightly.","1","jam"
"She jammed the printer with too many pages.","A sweet spread made from fruit and sugar.","0","jam"
---
"He spread strawberry jam on his toast.","A sweet spread made from fruit and sugar.","1","jam"
"He spread strawberry jam on his toast.","To block or crowd tightly.","0","jam"
---
"The leaves began to fall in October.","To drop from a height.","1","fall"
"The leaves began to fall in October.","A season between summer and winter.","0","fall"
---
"They enjoy hiking during the fall.","A season between summer and winter.","1","fall"
"They enjoy hiking during the fall.","To drop from a height.","0","fall"
---
"He booked a room at the hotel.","To arrange for someone to stay or attend.","1","book"
"He booked a room at the hotel.","A written or printed literary work.","0","book"
---
"She read an entire book over the weekend.","A written or printed literary work.","1","book"
"She read an entire book over the weekend.","To arrange for someone to stay or attend.","0","book"
---
"The plant needs water and sunlight to grow.","A living organism that typically grows in soil.","1","plant"
"The plant needs water and sunlight to grow.","A place where industrial processes occur.","0","plant"
---
"They opened a new manufacturing plant in the city.","A place where industrial processes occur.","1","plant"
"They opened a new manufacturing plant in the city.","A living organism that typically grows in soil.","0","plant"
---
"He left the bass in the corner of the studio.","A low-pitched musical instrument.","1","bass"
"He left the bass in the corner of the studio.","A type of fish.","0","bass"
---
"She caught a huge bass while fishing.","A type of fish.","1","bass"
"She caught a huge bass while fishing.","A low-pitched musical instrument.","0","bass"
---
"The pitcher threw a perfect strike.","A baseball player who throws the ball.","1","pitcher"
"The pitcher threw a perfect strike.","A container for holding and pouring liquids.","0","pitcher"
---
"She poured lemonade from the glass pitcher.","A container for holding and pouring liquids.","1","pitcher"
"She poured lemonade from the glass pitcher.","A baseball player who throws the ball.","0","pitcher"
---
"The school held a spring concert in April.","A season of the year.","1","spring"
"The school held a spring concert in April.","A coil that returns to its original shape.","0","spring"
---
"The mattress contains a set of firm springs.","A coil that returns to its original shape.","1","spring"
"The mattress contains a set of firm springs.","A season of the year.","0","spring"
---
"He used a mouse to navigate the screen.","A computer input device.","1","mouse"
"He used a mouse to navigate the screen.","A small rodent.","0","mouse"
---
"A mouse ran across the kitchen floor.","A small rodent.","1","mouse"
"A mouse ran across the kitchen floor.","A computer input device.","0","mouse"
---
"The bank is closing early today.","A financial institution.","1","bank"
"The bank is closing early today.","The edge of a river or stream.","0","bank"
---
"They had a picnic on the grassy river bank.","The edge of a river or stream.","1","bank"
"They had a picnic on the grassy river bank.","A financial institution.","0","bank"

"The match was over in just ten minutes.","A sports contest or competition.","1","match"
"The match was over in just ten minutes.","A small stick that produces a flame when struck.","0","match"
---
"She lit the candle with a match.","A small stick that produces a flame when struck.","1","match"
"She lit the candle with a match.","A sports contest or competition.","0","match"
---
"He put the scale on the counter to weigh the fruit.","A device for measuring weight.","1","scale"
"He put the scale on the counter to weigh the fruit.","A series of musical notes in a specific order.","0","scale"
---
"She practiced the C major scale on the piano.","A series of musical notes in a specific order.","1","scale"
"She practiced the C major scale on the piano.","A device for measuring weight.","0","scale"
---
"The tire had a deep cut in the sidewall.","A sharp opening caused by slicing.","1","cut"
"The tire had a deep cut in the sidewall.","A version of a film or video that has been edited.","0","cut"
---
"The director released the final cut of the movie.","A version of a film or video that has been edited.","1","cut"
"The director released the final cut of the movie.","A sharp opening caused by slicing.","0","cut"
---
"He used a ruler to draw a straight line.","A tool used for measuring or drawing straight lines.","1","ruler"
"He used a ruler to draw a straight line.","A person who governs or leads a country.","0","ruler"
---
"The ancient ruler expanded the empire's territory.","A person who governs or leads a country.","1","ruler"
"The ancient ruler expanded the empire's territory.","A tool used for measuring or drawing straight lines.","0","ruler"
---
"He stood at the dock waiting for the boat.","A platform where ships load or unload.","1","dock"
"He stood at the dock waiting for the boat.","To remove part of someone's pay or time.","0","dock"
---
"The company decided to dock his wages for being late.","To remove part of someone's pay or time.","1","dock"
"The company decided to dock his wages for being late.","A platform where ships load or unload.","0","dock"
---
"The coach gave a long lecture before the game.","A talk or presentation for teaching or instruction.","1","lecture"
"The coach gave a long lecture before the game.","A serious scolding or reprimand.","0","lecture"
---
"She gave her son a stern lecture about manners.","A serious scolding or reprimand.","1","lecture"
"She gave her son a stern lecture about manners.","A talk or presentation for teaching or instruction.","0","lecture"
---
"He broke the record for fastest lap time.","An achievement that is the best of its kind.","1","record"
"He broke the record for fastest lap time.","A vinyl disc used to play music.","0","record"
---
"My grandfather played old jazz records on his turntable.","A vinyl disc used to play music.","1","record"
"My grandfather played old jazz records on his turntable.","An achievement that is the best of its kind.","0","record"
---
"They built a dam to control the flow of water.","A structure that holds back water.","1","dam"
"They built a dam to control the flow of water.","A swear word used to express anger.","0","dam"
---
"She let out a quiet dam under her breath.","A swear word used to express anger.","1","dam"
"She let out a quiet dam under her breath.","A structure that holds back water.","0","dam"
---
"The crane extended its neck to reach the fish.","A long-necked bird often found near water.","1","crane"
"The crane extended its neck to reach the fish.","A machine used for lifting heavy objects.","0","crane"
---
"The tools were kept in a steel case.","A container used to store or protect something.","1","case"
"The tools were kept in a steel case.","An instance of a particular situation or event.","0","case"
---
"In that case, we should leave earlier.","An instance of a particular situation or event.","1","case"
"In that case, we should leave earlier.","A container used to store or protect something.","0","case"
---
"He opened the trunk to get his suitcase.","A large compartment in a vehicle for storage.","1","trunk"
"He opened the trunk to get his suitcase.","The main woody stem of a tree.","0","trunk"
---
"The tree’s trunk was thick and covered in moss.","The main woody stem of a tree.","1","trunk"
"The tree’s trunk was thick and covered in moss.","A large compartment in a vehicle for storage.","0","trunk"
---
"She tied the bow at the front of the dress.","A decorative knot tied with ribbon.","1","bow"
"She tied the bow at the front of the dress.","A weapon used for shooting arrows.","0","bow"
---
"The archer drew back the bow and released the arrow.","A weapon used for shooting arrows.","1","bow"
"The archer drew back the bow and released the arrow.","A decorative knot tied with ribbon.","0","bow"
---
"The court was in session all morning.","A place where legal cases are heard.","1","court"
"The court was in session all morning.","An area where games like tennis are played.","0","court"
---
"They played a game of tennis on the court.","An area where games like tennis are played.","1","court"
"They played a game of tennis on the court.","A place where legal cases are heard.","0","court"
---
"He tossed a coin to make the decision.","A flat, round piece of metal money.","1","coin"
"He tossed a coin to make the decision.","To invent or create a new word or phrase.","0","coin"
---
"The scientist coined a new term in the paper.","To invent or create a new word or phrase.","1","coin"
"The scientist coined a new term in the paper.","A flat, round piece of metal money.","0","coin"
---
"He left his keys on the counter.","A flat surface where transactions or tasks are done.","1","counter"
"He left his keys on the counter.","A person or device that counts.","0","counter"
---
"The counter clicked every time a person entered.","A person or device that counts.","1","counter"
"The counter clicked every time a person entered.","A flat surface where transactions or tasks are done.","0","counter"
---
"They built a new deck in the backyard.","A flat platform attached to a house or structure.","1","deck"
"They built a new deck in the backyard.","A stack of playing cards.","0","deck"
---
"He shuffled the deck before dealing the cards.","A stack of playing cards.","1","deck"
"He shuffled the deck before dealing the cards.","A flat platform attached to a house or structure.","0","deck"

"He made a pass at the top of the mountain.","A navigable route through a mountain range.","1","pass"
"He made a pass at the top of the mountain.","An action of throwing or handing something over.","0","pass"
---
"The quarterback made a perfect pass.","An action of throwing or handing something over.","1","pass"
"The quarterback made a perfect pass.","A navigable route through a mountain range.","0","pass"
---
"He drew the bow across the strings of the violin.","A curved piece of wood with horsehair used to play string instruments.","1","bow"
"He drew the bow across the strings of the violin.","A gesture of bending the upper body in greeting or respect.","0","bow"
---
"The dancer took a graceful bow after the performance.","A gesture of bending the upper body in greeting or respect.","1","bow"
"The dancer took a graceful bow after the performance.","A curved piece of wood with horsehair used to play string instruments.","0","bow"
---
"He left his glasses on the table.","Lenses used to improve vision.","1","glasses"
"He left his glasses on the table.","Containers used for drinking liquids.","0","glasses"
---
"The table was set with plates and glasses.","Containers used for drinking liquids.","1","glasses"
"The table was set with plates and glasses.","Lenses used to improve vision.","0","glasses"
---
"The wind was so strong it caused a great break in the fence.","A gap or interruption in continuity.","1","break"
"The wind was so strong it caused a great break in the fence.","A short period of rest or pause.","0","break"
---
"Let's take a short break before continuing.","A short period of rest or pause.","1","break"
"Let's take a short break before continuing.","A gap or interruption in continuity.","0","break"
---
"The ring on her finger sparkled in the sunlight.","A circular band worn as jewelry.","1","ring"
"The ring on her finger sparkled in the sunlight.","The sound made by a bell or telephone.","0","ring"
---
"The alarm gave a loud ring at 6 AM.","The sound made by a bell or telephone.","1","ring"
"The alarm gave a loud ring at 6 AM.","A circular band worn as jewelry.","0","ring"
---
"He walked along the bank looking for smooth stones.","The land alongside a river or body of water.","1","bank"
"He walked along the bank looking for smooth stones.","A financial institution.","0","bank"
---
"He deposited the check at the bank.","A financial institution.","1","bank"
"He deposited the check at the bank.","The land alongside a river or body of water.","0","bank"
---
"She stood in front of the mirror to adjust her hair.","A reflective surface for viewing oneself.","1","mirror"
"She stood in front of the mirror to adjust her hair.","Something that accurately reflects or imitates another.","0","mirror"
---
"The book is a mirror of society.","Something that accurately reflects or imitates another.","1","mirror"
"The book is a mirror of society.","A reflective surface for viewing oneself.","0","mirror"
---
"He played the lead in the school play.","The main role in a performance.","1","lead"
"He played the lead in the school play.","A soft, heavy metal often found in pipes.","0","lead"
---
"The old pipes were made of lead and needed replacement.","A soft, heavy metal often found in pipes.","1","lead"
"The old pipes were made of lead and needed replacement.","The main role in a performance.","0","lead"
---
"They sat around the fire telling stories.","The combustion that produces light, heat, and flame.","1","fire"
"They sat around the fire telling stories.","To dismiss someone from their job.","0","fire"
---
"The company had to fire several employees.","To dismiss someone from their job.","1","fire"
"The company had to fire several employees.","The combustion that produces light, heat, and flame.","0","fire"
---
"The nail was bent after he hit it wrong.","A thin pointed piece of metal used in construction.","1","nail"
"The nail was bent after he hit it wrong.","The hard covering at the tip of a finger or toe.","0","nail"
---
"She painted each fingernail a different color.","The hard covering at the tip of a finger or toe.","1","nail"
"She painted each fingernail a different color.","A thin pointed piece of metal used in construction.","0","nail"
---
"He stepped on the scale to check his weight.","A device used to measure weight.","1","scale"
"He stepped on the scale to check his weight.","A series of notes used in music.","0","scale"
---
"She practiced her scales every day on the piano.","A series of notes used in music.","1","scale"
"She practiced her scales every day on the piano.","A device used to measure weight.","0","scale"
---
"The bat soared through the sky.","A nocturnal flying mammal.","1","bat"
"The bat soared through the sky.","A wooden or metal club used in sports.","0","bat"
---
"He swung the bat with all his strength.","A wooden or metal club used in sports.","1","bat"
"He swung the bat with all his strength.","A nocturnal flying mammal.","0","bat"
---
"The sentence ended with a period.","A punctuation mark used to end a sentence.","1","period"
"The sentence ended with a period.","A span of time with a specific duration.","0","period"
---
"The Renaissance was a fascinating period in history.","A span of time with a specific duration.","1","period"
"The Renaissance was a fascinating period in history.","A punctuation mark used to end a sentence.","0","period"
---
"He trained hard to build more muscle.","Tissue in the body that contracts for movement.","1","muscle"
"He trained hard to build more muscle.","Power or influence used to achieve something.","0","muscle"
---
"She used political muscle to get the bill passed.","Power or influence used to achieve something.","1","muscle"
"She used political muscle to get the bill passed.","Tissue in the body that contracts for movement.","0","muscle"

"He made a pass at the top of the mountain.","A navigable route through a mountain range.","1","pass"
"He made a pass at the top of the mountain.","An action of throwing or handing something over.","0","pass"
---
"The quarterback made a perfect pass.","An action of throwing or handing something over.","1","pass"
"The quarterback made a perfect pass.","A navigable route through a mountain range.","0","pass"
---
"He drew the bow across the strings of the violin.","A curved piece of wood with horsehair used to play string instruments.","1","bow"
"He drew the bow across the strings of the violin.","A gesture of bending the upper body in greeting or respect.","0","bow"
---
"The dancer took a graceful bow after the performance.","A gesture of bending the upper body in greeting or respect.","1","bow"
"The dancer took a graceful bow after the performance.","A curved piece of wood with horsehair used to play string instruments.","0","bow"
---
"He left his glasses on the table.","Lenses used to improve vision.","1","glasses"
"He left his glasses on the table.","Containers used for drinking liquids.","0","glasses"
---
"The table was set with plates and glasses.","Containers used for drinking liquids.","1","glasses"
"The table was set with plates and glasses.","Lenses used to improve vision.","0","glasses"
---
"The wind was so strong it caused a great break in the fence.","A gap or interruption in continuity.","1","break"
"The wind was so strong it caused a great break in the fence.","A short period of rest or pause.","0","break"
---
"Let's take a short break before continuing.","A short period of rest or pause.","1","break"
"Let's take a short break before continuing.","A gap or interruption in continuity.","0","break"
---
"The ring on her finger sparkled in the sunlight.","A circular band worn as jewelry.","1","ring"
"The ring on her finger sparkled in the sunlight.","The sound made by a bell or telephone.","0","ring"
---
"The alarm gave a loud ring at 6 AM.","The sound made by a bell or telephone.","1","ring"
"The alarm gave a loud ring at 6 AM.","A circular band worn as jewelry.","0","ring"
---
"He walked along the bank looking for smooth stones.","The land alongside a river or body of water.","1","bank"
"He walked along the bank looking for smooth stones.","A financial institution.","0","bank"
---
"He deposited the check at the bank.","A financial institution.","1","bank"
"He deposited the check at the bank.","The land alongside a river or body of water.","0","bank"
---
"She stood in front of the mirror to adjust her hair.","A reflective surface for viewing oneself.","1","mirror"
"She stood in front of the mirror to adjust her hair.","Something that accurately reflects or imitates another.","0","mirror"
---
"The book is a mirror of society.","Something that accurately reflects or imitates another.","1","mirror"
"The book is a mirror of society.","A reflective surface for viewing oneself.","0","mirror"
---
"He played the lead in the school play.","The main role in a performance.","1","lead"
"He played the lead in the school play.","A soft, heavy metal often found in pipes.","0","lead"
---
"The old pipes were made of lead and needed replacement.","A soft, heavy metal often found in pipes.","1","lead"
"The old pipes were made of lead and needed replacement.","The main role in a performance.","0","lead"
---
"They sat around the fire telling stories.","The combustion that produces light, heat, and flame.","1","fire"
"They sat around the fire telling stories.","To dismiss someone from their job.","0","fire"
---
"The company had to fire several employees.","To dismiss someone from their job.","1","fire"
"The company had to fire several employees.","The combustion that produces light, heat, and flame.","0","fire"
---
"The nail was bent after he hit it wrong.","A thin pointed piece of metal used in construction.","1","nail"
"The nail was bent after he hit it wrong.","The hard covering at the tip of a finger or toe.","0","nail"
---
"She painted each fingernail a different color.","The hard covering at the tip of a finger or toe.","1","nail"
"She painted each fingernail a different color.","A thin pointed piece of metal used in construction.","0","nail"
---
"He stepped on the scale to check his weight.","A device used to measure weight.","1","scale"
"He stepped on the scale to check his weight.","A series of notes used in music.","0","scale"
---
"She practiced her scales every day on the piano.","A series of notes used in music.","1","scale"
"She practiced her scales every day on the piano.","A device used to measure weight.","0","scale"
---
"The bat soared through the sky.","A nocturnal flying mammal.","1","bat"
"The bat soared through the sky.","A wooden or metal club used in sports.","0","bat"
---
"He swung the bat with all his strength.","A wooden or metal club used in sports.","1","bat"
"He swung the bat with all his strength.","A nocturnal flying mammal.","0","bat"
---
"The sentence ended with a period.","A punctuation mark used to end a sentence.","1","period"
"The sentence ended with a period.","A span of time with a specific duration.","0","period"
---
"The Renaissance was a fascinating period in history.","A span of time with a specific duration.","1","period"
"The Renaissance was a fascinating period in history.","A punctuation mark used to end a sentence.","0","period"
---
"He trained hard to build more muscle.","Tissue in the body that contracts for movement.","1","muscle"
"He trained hard to build more muscle.","Power or influence used to achieve something.","0","muscle"
---
"She used political muscle to get the bill passed.","Power or influence used to achieve something.","1","muscle"
"She used political muscle to get the bill passed.","Tissue in the body that contracts for movement.","0","muscle"
